"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de mise à jour de la fiche installation"
"Le Bassin des Lavoirs","440220007","Boussay","44022","44190","","","Rue du Doué","[ 47.043704 , -1.187675]","-1.187675","47.043704","Oui","Non","Non","","Non","Non","25","5","Non","Non","Non","Non","Non","Non","Non","1","1","2011-06-06"
"Terrain de Boules","440220008","Boussay","44022","44190","","19","Rue Charles de Gaulle","[ 47.043704 , -1.187675]","-1.187675","47.043704","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-05-10"
"Complexe Sportif de la Vigne","440230001","Bouvron","44023","44130","","","Rue Eugène Couétoux du Tertre - Route de Blain","[ 47.417012 , -1.847918]","-1.847918","47.417012","Non","Oui","Non","","Non","Non","150","2","Complexe sportif","Non","Non","Non","Non","Non","Non","8","7","2011-03-11"
"Salles de la Minoterie","440230003","Bouvron","44023","44130","","","Rue louis Guihot","[ 47.417012 , -1.847918]","-1.847918","47.417012","Non","Oui","Non","","Non","Non","40","1","Non","Non","Oui","Non","Non","Non","Non","2","2","2011-03-11"
"Salle de Danse","440230005","Bouvron","44023","44130","La Minoterie","","Louis Guihot","[ 47.417012 , -1.847918]","-1.847918","47.417012","Oui","Non","Non","","Non","Non","40","1","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-03-11"
"Salle Polyvalente","440240001","Brains","44024","44830","","9 bis","rue des Prés","[ 47.168362 , -1.722812]","-1.722812","47.168362","Non","Oui","Non","","Non","Non","20","2","Non","Non","Oui","Non","Non","Non","Non","1","1","2010-07-20"
"Stade Julien Michaud","440240002","Brains","44024","44830","","14 bis","rue du bois Joli","[ 47.168362 , -1.722812]","-1.722812","47.168362","Non","Oui","Non","","Non","Non","40","1","Non","Non","Oui","Non","Non","Non","Non","4","4","2010-07-20"
"Circuits de Randonnees","440240003","Brains","44024","44830","","","place de l'église","[ 47.168362 , -1.722812]","-1.722812","47.168362","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2010-07-20"
"Port Hamonneau","440240004","Brains","44024","44830","Port Hamoneau","","","[ 47.168362 , -1.722812]","-1.722812","47.168362","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2010-07-20"
"Site de Jasson","440240005","Brains","44024","44830","La vigne de Jasson","","","[ 47.168362 , -1.722812]","-1.722812","47.168362","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2010-07-20"
"Espace Glisse","440240006","Brains","44024","44830","","","rue du Professeur Yves Bocquien","[ 47.168362 , -1.722812]","-1.722812","47.168362","Oui","Non","Non","6000","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","2","2","2010-07-20"
"Aires de Jeux","440240007","Brains","44024","","","","","[ 47.168362 , -1.722812]","-1.722812","47.168362","Non","Oui","Non","300","Non","Non","","","Non","Non","Non","Non","Non","Non","Non","1","1",""
"Complexe du Pilori","440250001","Campbon","44025","44750","","","Avenue des Sports","[ 47.411646 , -1.969585]","-1.969585","47.411646","Non","Oui","Non","0","Non","Non","50","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","10","9","2013-09-13"
"L'Esperance","440250002","Campbon","44025","44750","","","Avenue des Sports","[ 47.411646 , -1.969585]","-1.969585","47.411646","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-05-24"
"Etang de L'Arceau","440250003","Campbon","44025","44750","L'Arceau","","allée des tilleuls","[ 47.411646 , -1.969585]","-1.969585","47.411646","Non","Oui","Non","55000","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-03-14"
"Piste Ulm","440250004","Campbon","44025","44750","La Berthelière","","","[ 47.411646 , -1.969585]","-1.969585","47.411646","Oui","Non","Non","","Avec logement de gardien","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-05-24"
"Centre Departemental de la Ducherais (Pep 44)","440250006","Campbon","44025","44750","La Ducherais","","Route de Pontchateau","[ 47.411646 , -1.969585]","-1.969585","47.411646","Non","Oui","Non","200000","Avec logement de gardien","Non","30","2","Non","Non","Non","Non","Non","Non","Non","3","3","2012-12-10"
"Circuits de Randonnees","440250007","Campbon","44025","44750","","","","[ 47.411646 , -1.969585]","-1.969585","47.411646","Oui","Non","Non","","Non","Non","10","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2013-09-13"
"Piscine Daniel Gilard","440260001","Carquefou","44026","44470","","10","rue Mendès France","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","91","2","Piscine","Non","Oui","Non","Non","Non","Non","3","3","2012-04-26"
"Port Jean","440260002","Carquefou","44026","44470","","","Chemin de Port-Jean","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","3000","Non","Non","50","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-26"
"Complexe Sportif de la Tourniere","440260003","Carquefou","44026","44470","","","La Tournière","[ 47.29692 , -1.49295]","-1.49295","47.29692","Oui","Non","Non","","Non","Non","30","0","Complexe sportif","Non","Non","Non","Non","Non","Non","6","6","2012-04-26"
"Complexe du Moulin Boisseau","440260004","Carquefou","44026","44470","","","Rue du Moulin-Boisseau","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","62500","Avec logement de gardien","Non","200","6","Complexe sportif","Non","Oui","Non","Non","Non","Non","28","22","2012-05-02"
"Complexe Sportif Jean Gauvrit","440260005","Carquefou","44026","44470","","","Rue Petit Breton - Rue Louis Armand","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","7800","Sans logement de gardien","Non","82","1","Complexe sportif","Non","Oui","Non","Non","Non","Non","7","7","2012-06-21"
"Golf de Carquefou","440260006","Carquefou","44026","44470","","","bd de l'Epinay","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","670000","Non","Oui","150","0","Non","Non","Oui","Non","Non","Non","Non","4","4","2012-04-26"
"Salles de la Desirade","440260007","Carquefou","44026","44470","la Désirade","","Rue des Antilles","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","40","2","Non","Non","Oui","Non","Non","Non","Non","3","2","2012-07-01"
"Circuits de Randonnees","440260008","Carquefou","44026","44470","","","","[ 47.29692 , -1.49295]","-1.49295","47.29692","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","5","5","2013-09-13"
"Vallon du Charbonneau","440260009","Carquefou","44026","44470","Le Charbonneau","","","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2012-04-26"
"Port de Gaschet","440260010","Carquefou","44026","44470","Gaschet","","route de Gaschet","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Oui","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2013-09-27"
"Port Breton - Sno","440260011","Carquefou","44026","44470","port Breton","","","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Avec logement de gardien","Non","20","2","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-06-14"
"Institut Catholique des Arts et Metiers","440260012","Carquefou","44026","44470","","35","avenue du champs de manoeuvre","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","110000","Avec logement de gardien","Non","300","4","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-06-14"
"La Ferme de la Jouandiere","440260013","Carquefou","44026","44470","La Jouandiere","","","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","20","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-06-14"
"Plaine de Jeux de la Mainguais","440260014","Carquefou","44026","44470","","","rue de la Mainguais","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Sans logement de gardien","Non","150","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","13","7","2012-06-14"
"Complexe Sportif du Souchais","440260016","Carquefou","44026","44470","","","avenue de la Loire","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","3760","Non","Non","254","10","Complexe sportif","Non","Oui","Non","Non","Non","Non","5","5","2012-04-26"
"Alac Chateau de Florigny","440260017","Carquefou","44026","44470","","","rue des Argonautes","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-06-21"
"Institut Rural","440260018","Carquefou","44026","44470","La Charmelière","","","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Avec logement de gardien","Non","70","2","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-03-30"
"Curves Carquefou","440260019","Carquefou","44026","44470","","21","rue de la Mainguais","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","13","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-26"
"Centre D'Entrainement Guy Magre","440260020","Carquefou","44026","44470","La Pilardière","","chemin des Gauteries","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Avec logement de gardien","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-03-30"
"Bowld'Er Bowling de L'Erdre","440260021","Carquefou","44026","44470","La Fleuriaye","24","Bd Ampère","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","50","4","Non","Non","Oui","Non","Non","Non","Non","2","2","2012-04-26"
"Groupe Scolaire Pierre Stalder","440260022","Carquefou","44026","44470","Le Souchais","","avenue du Souchais","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2012-06-14"
"Groupe Scolaire Prevert Brassens","440260023","Carquefou","44026","44470","","","rue Victor Hugo","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-06-14"
"Groupe Scolaire Anne Frank","440260024","Carquefou","44026","44470","","8","rue Pierre Mendès France","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2012-06-14"
"Groupe Scolaire Louis Armand","440260025","Carquefou","44026","44470","","","rue Notre Dame la Blanche","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2012-06-14"
"Elancia","440260026","Carquefou","44026","44470","","","rue de l'Hotellerie","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Non","Non","50","2","Non","Non","Oui","Non","Non","Non","Non","1","1","2012-03-30"
"Nouveau Quartier Maison D'Arret","440260027","Carquefou","44026","44470","","","Rue de la Mainguais","[ 47.29692 , -1.49295]","-1.49295","47.29692","Non","Oui","Non","","Avec logement de gardien","Non","50","4","Etablissement pénitentiaire","Non","Oui","Non","Non","Non","Non","9","9","2012-06-14"
"Square de la Madeleine","440260028","Carquefou","44026","44470","La Madeleine","","rue des jonquilles","[ 47.29692 , -1.49295]","-1.49295","47.29692","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","2","1",""
"Circuit de Moto-Cross","440260029","Carquefou","44026","44470","La Douassière","","","[ 47.29692 , -1.49295]","-1.49295","47.29692","Oui","Non","Non","","Non","Non","","0","Non","Non","Non","Non","Non","Non","Non","1","1",""
"Circuit de Randonnees","440270001","Casson","44027","44390","","","rue des Ardillaux","[ 47.385629 , -1.560319]","-1.560319","47.385629","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2014-06-11"
"Complexe Sportif","440270002","Casson","44027","44390","","","rue des Ardillaux","[ 47.385629 , -1.560319]","-1.560319","47.385629","Non","Oui","Non","47000","Non","Non","90","4","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","4","2014-06-11"
"Espace Jeux","440270007","Casson","44027","44390","","","rue des Ardillaux","[ 47.385629 , -1.560319]","-1.560319","47.385629","Oui","Non","Non","2640","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","2","2","2014-06-11"
"Complexe Sportif des Lonnieres","440280001","Cellier","44028","44850","Les Gattières","","Rue de Bel Air","[ 47.318763 , -1.347517]","-1.347517","47.318763","Non","Oui","Non","0","Non","Non","40","2","Complexe sportif","Non","Non","Non","Non","Non","Non","3","3","2011-05-09"
"Terrains de Tennis","440280002","Cellier","44028","44850","","","LES LONNIERES","[ 47.318763 , -1.347517]","-1.347517","47.318763","Non","Oui","Non","","Non","Non","50","2","Non","Non","Oui","Non","Non","Non","Non","2","1","2011-05-09"
"Stade des Noues","440280003","Cellier","44028","44850","","","LES NOUES","[ 47.318763 , -1.347517]","-1.347517","47.318763","Non","Oui","Non","","Non","Non","40","0","Non","Non","Non","Non","Non","Non","Non","2","2","2011-05-09"
"Golf de L'Ile D'Or","440280004","Cellier","44028","44850","L'Ile d'or","","","[ 47.318763 , -1.347517]","-1.347517","47.318763","Non","Oui","Non","","Avec logement de gardien","Non","100","2","Non","Non","Non","Non","Non","Non","Non","4","4","2011-04-22"
"Moto Club du Val de Loire","440280005","Cellier","44028","44850","le Bois Harnier","","","[ 47.318763 , -1.347517]","-1.347517","47.318763","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-07-07"
"Circuits de Randonnee","440280006","Cellier","44028","44850","","","","[ 47.318763 , -1.347517]","-1.347517","47.318763","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Oui","Non","Non","6","6","2011-05-10"
"Cale de Clermont","440280007","Cellier","44028","44850","cale de Clermont","","","[ 47.318763 , -1.347517]","-1.347517","47.318763","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","2","2","2011-05-10"
"Ball Trap du Cellier","440280008","Cellier","44028","44850","Le Launay","","Voie communale du Launay","[ 47.318763 , -1.347517]","-1.347517","47.318763","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-05-09"
"Beau Rivage","440280009","Cellier","44028","44850","Beau Rivage","","","[ 47.318763 , -1.347517]","-1.347517","47.318763","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1",""
"Salle Louis de Funes","440280010","Cellier","44028","44850","","23","Rue de Bel Air","[ 47.318763 , -1.347517]","-1.347517","47.318763","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Oui","Non","Non","1","1",""
"Ecole des Lonnieres","440280011","Cellier","44028","44850","","","Rue de Bel Air","[ 47.318763 , -1.347517]","-1.347517","47.318763","Non","Oui","Non","","Non","Non","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2011-06-06"
"Parc de la Mothe","440280012","Cellier","44028","44850","","","","[ 47.318763 , -1.347517]","-1.347517","47.318763","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Oui","Non","Non","1","1",""
"Complexe Sportif","440290001","Chapelle-Basse-Mer","44029","44450","","","Rue du stade","[ 47.271308 , -1.338953]","-1.338953","47.271308","Non","Oui","Non","","Non","Non","100","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","8","7","2011-05-06"
"Aire de Loisirs des Rives de Loire","440290003","Chapelle-Basse-Mer","44029","44450","","","levée de la Divatte","[ 47.271308 , -1.338953]","-1.338953","47.271308","Non","Oui","Non","","Non","Non","50","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2011-05-05"
"Circuits de Randonnee","440290004","Chapelle-Basse-Mer","44029","44450","","","","[ 47.271308 , -1.338953]","-1.338953","47.271308","Oui","Non","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","6","6","2011-05-10"
"Port de la Pierre Percee","440290005","Chapelle-Basse-Mer","44029","44450","","","levée de la Divatte","[ 47.271308 , -1.338953]","-1.338953","47.271308","Non","Oui","Non","","Non","Non","0","0","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-05-05"
"Salle la Chapelaine","440290006","Chapelle-Basse-Mer","44029","44450","","","Rue du stade","[ 47.271308 , -1.338953]","-1.338953","47.271308","Non","Oui","Non","","Non","Non","90","3","Non","Non","Oui","Non","Non","Non","Non","1","1","2011-05-06"
"Site de la Boire D'Anjou","440290007","Chapelle-Basse-Mer","44029","44450","La Boire d'Anjou","","D 751","[ 47.271308 , -1.338953]","-1.338953","47.271308","Oui","Non","Non","","Non","Non","0","0","Non","Non","Non","Non","Non","Non","Non","1","1","2011-06-06"
"Le Chapitre Foyer Ado","440290008","Chapelle-Basse-Mer","44029","44450","le Chapître","","route de la Remaudière","[ 47.271308 , -1.338953]","-1.338953","47.271308","Oui","Non","Non","","Non","Non","15","0","Non","Non","Oui","Non","Non","Non","Non","3","3","2011-05-06"
"Groupe Scolaire Robert Doisneau","440290009","Chapelle-Basse-Mer","44029","44450","","","rue des acacias","[ 47.271308 , -1.338953]","-1.338953","47.271308","Non","Oui","Non","","Non","Non","22","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2011-05-06"
